person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
27.0,1,115148.0,6,1,25000.0,10.99,0.22,5.0,648,1,0
60.0,1,106501.0,41,1,6000.0,11.01,0.06,18.0,709,1,0
25.0,0,84995.0,0,1,15600.0,11.71,0.18,3.0,579,0,0
22.0,1,116129.0,0,1,8000.0,7.88,0.07,4.0,585,1,0
24.0,1,66878.0,1,0,15000.0,11.01,0.22,2.0,631,1,0
29.0,1,83821.0,9,1,14000.0,7.51,0.17,5.0,662,0,0
25.0,0,61772.0,0,0,6200.0,11.01,0.1,4.0,686,1,0
26.0,0,38235.0,5,0,8000.0,9.57,0.21,7.0,593,1,0
29.0,0,96963.0,7,1,16000.0,12.07,0.17,7.0,647,1,0
23.0,1,121312.0,0,1,25000.0,11.58,0.21,3.0,620,0,0
28.0,1,95109.0,8,0,5000.0,14.27,0.05,6.0,622,0,0
23.0,1,124462.0,1,1,16750.0,11.01,0.13,2.0,569,0,1
30.0,1,85316.0,9,0,5850.0,5.79,0.07,5.0,663,1,0
27.0,1,40493.0,5,0,5000.0,15.21,0.12,9.0,629,1,0
25.0,1,76527.0,3,0,12000.0,13.56,0.16,3.0,583,1,0
22.0,0,85089.0,0,0,22000.0,11.36,0.26,4.0,537,0,1
28.0,1,75296.0,4,0,3000.0,9.96,0.04,9.0,571,1,0
31.0,0,72682.0,11,1,19400.0,18.53,0.27,10.0,622,1,0
26.0,0,65931.0,5,1,9600.0,6.62,0.15,3.0,590,1,0
27.0,1,93702.0,4,1,12866.0,11.01,0.14,5.0,651,0,0
28.0,1,71782.0,4,1,14000.0,10.36,0.2,5.0,587,0,0
24.0,1,103060.0,1,1,8000.0,14.98,0.08,3.0,617,0,0
21.0,0,109148.0,0,1,16000.0,11.26,0.15,4.0,516,1,0
24.0,1,87367.0,5,0,7000.0,7.98,0.08,2.0,682,0,0
48.0,1,70291.0,27,0,7000.0,13.61,0.1,12.0,675,0,0
36.0,0,101793.0,14,0,6000.0,12.54,0.06,13.0,641,1,0
23.0,0,69887.0,1,1,5000.0,5.79,0.07,3.0,648,0,0
29.0,0,41631.0,8,0,10139.0,17.12,0.24,6.0,673,0,1
37.0,1,218362.0,13,1,20000.0,13.85,0.09,17.0,695,0,0
27.0,1,79604.0,3,0,11080.0,9.19,0.14,6.0,641,0,0
23.0,0,69454.0,4,1,9250.0,5.99,0.13,4.0,671,0,0
27.0,1,32959.0,0,0,2000.0,6.54,0.06,10.0,619,1,0
25.0,1,46957.0,1,0,8500.0,10.99,0.18,2.0,703,1,0
24.0,0,45476.0,0,0,6000.0,6.76,0.13,4.0,621,1,0
22.0,1,33006.0,3,0,2400.0,13.92,0.07,3.0,633,0,1
26.0,1,73249.0,4,0,15000.0,6.03,0.2,3.0,638,0,0
23.0,1,60593.0,1,0,12000.0,10.59,0.2,3.0,643,1,0
28.0,0,41678.0,2,0,4800.0,7.14,0.12,5.0,705,1,0
23.0,0,112794.0,5,0,10000.0,14.26,0.09,2.0,616,1,0
28.0,1,56459.0,5,0,14125.0,11.01,0.25,5.0,666,1,0
22.0,0,39742.0,1,0,10000.0,16.07,0.25,2.0,635,0,1
27.0,1,15497.0,6,0,4000.0,13.46,0.26,7.0,576,0,1
23.0,1,73017.0,0,0,25129.0,12.26,0.34,3.0,673,0,1
21.0,0,67815.0,0,0,5600.0,6.62,0.08,2.0,627,1,0
25.0,1,113069.0,2,1,20000.0,10.62,0.18,3.0,470,1,0
25.0,0,24906.0,5,0,3500.0,10.28,0.14,3.0,677,0,0
23.0,1,72789.0,0,1,8000.0,7.95,0.11,4.0,623,1,0
27.0,1,109312.0,8,1,20000.0,15.67,0.18,6.0,578,1,0
24.0,1,25005.0,0,0,2400.0,15.62,0.1,2.0,657,0,1
23.0,1,56289.0,1,1,3000.0,5.42,0.05,3.0,565,0,0
26.0,1,85470.0,3,1,14500.0,7.49,0.17,3.0,574,0,1
23.0,0,24161.0,0,0,3000.0,12.38,0.12,2.0,676,0,1
24.0,1,163262.0,4,1,6000.0,6.92,0.04,2.0,565,1,0
35.0,0,72848.0,12,1,6400.0,9.86,0.09,11.0,684,0,0
29.0,0,37140.0,6,1,6600.0,13.85,0.18,8.0,594,1,0
32.0,1,77546.0,5,0,10000.0,12.69,0.13,10.0,617,1,0
24.0,0,103039.0,1,0,15000.0,11.01,0.15,2.0,612,1,0
30.0,1,55273.0,7,0,8500.0,11.89,0.15,7.0,626,1,0
33.0,0,58510.0,9,1,4750.0,11.01,0.08,8.0,637,1,0
33.0,0,72007.0,12,0,3000.0,11.49,0.04,9.0,635,1,0
24.0,1,173017.0,5,1,4000.0,12.61,0.02,4.0,697,0,0
26.0,0,48929.0,6,0,21000.0,6.54,0.43,4.0,601,0,1
25.0,1,100485.0,3,1,25000.0,11.01,0.25,3.0,687,0,0
26.0,0,44921.0,2,0,4975.0,7.26,0.11,5.0,561,1,0
23.0,1,44106.0,4,0,3600.0,13.07,0.08,3.0,599,1,0
28.0,1,72924.0,7,0,5000.0,15.7,0.07,7.0,635,0,0
33.0,1,55667.0,12,1,15000.0,12.77,0.27,7.0,569,1,0
26.0,1,64525.0,8,1,8000.0,9.29,0.12,2.0,668,1,0
40.0,1,46527.0,17,0,11000.0,10.37,0.24,11.0,626,1,0
24.0,1,47330.0,1,1,2500.0,11.01,0.05,4.0,531,1,0
24.0,0,144930.0,0,1,3745.0,5.77,0.03,4.0,638,1,0
26.0,0,71618.0,1,0,18000.0,16.0,0.25,4.0,675,0,1
23.0,1,72699.0,0,1,16000.0,7.49,0.22,3.0,638,1,0
27.0,1,40505.0,1,0,7600.0,8.0,0.19,10.0,693,0,0
25.0,1,56100.0,4,0,9500.0,11.01,0.17,3.0,644,1,0
23.0,1,90818.0,1,0,6000.0,6.85,0.07,4.0,530,0,0
22.0,0,85975.0,0,1,3200.0,7.4,0.04,2.0,662,1,0
21.0,1,30057.0,0,0,1500.0,13.85,0.05,4.0,627,1,0
24.0,1,77012.0,0,1,2337.0,11.46,0.03,4.0,592,0,1
24.0,1,37322.0,1,1,10000.0,14.22,0.27,3.0,685,0,1
30.0,1,30164.0,9,0,5000.0,10.59,0.17,9.0,699,0,0
23.0,0,35390.0,0,1,2000.0,10.37,0.06,3.0,658,1,0
22.0,0,67040.0,0,1,12000.0,9.63,0.18,2.0,508,0,0
32.0,1,68159.0,11,0,9000.0,15.05,0.13,6.0,675,0,1
22.0,1,108698.0,0,0,2850.0,5.99,0.03,3.0,606,0,0
24.0,0,70120.0,6,1,10500.0,6.62,0.15,3.0,560,1,0
24.0,1,116242.0,0,1,4800.0,11.99,0.04,3.0,630,0,0
46.0,0,87268.0,26,0,17000.0,8.88,0.19,15.0,573,1,0
25.0,1,65799.0,2,0,19000.0,11.01,0.29,4.0,640,0,1
32.0,1,144870.0,8,1,6600.0,7.49,0.05,5.0,591,1,0
23.0,1,124530.0,0,1,4000.0,13.49,0.03,2.0,651,0,0
33.0,0,58704.0,9,0,16890.0,8.1,0.29,8.0,654,0,1
24.0,0,79099.0,4,0,14000.0,11.77,0.18,4.0,669,0,0
36.0,0,72381.0,14,1,21000.0,15.62,0.29,14.0,652,1,0
29.0,0,148624.0,7,0,6500.0,11.01,0.04,10.0,716,0,0
29.0,1,73244.0,4,1,8500.0,6.92,0.12,6.0,626,1,0
26.0,0,33103.0,1,0,3991.0,13.44,0.12,4.0,699,0,1
24.0,0,42923.0,0,1,18225.0,9.63,0.42,3.0,699,0,1
25.0,1,80516.0,5,1,4000.0,12.53,0.05,4.0,587,1,0
29.0,0,51781.0,8,0,15000.0,7.88,0.29,7.0,583,0,1
29.0,0,102250.0,7,0,16000.0,12.06,0.16,10.0,656,1,0
26.0,0,40598.0,5,0,3000.0,11.49,0.07,3.0,668,0,1
21.0,0,28428.0,1,0,6000.0,10.95,0.21,2.0,625,1,0
23.0,1,34540.0,0,0,6000.0,9.63,0.17,4.0,664,0,0
25.0,1,66893.0,0,0,8500.0,14.22,0.13,3.0,559,1,0
21.0,0,120998.0,0,0,7800.0,7.88,0.06,2.0,642,1,0
32.0,1,133097.0,7,1,6700.0,6.92,0.05,7.0,599,1,0
25.0,1,56385.0,3,0,12000.0,11.42,0.21,6.0,652,0,0
34.0,1,76527.0,11,0,5600.0,11.58,0.07,5.0,688,1,0
37.0,0,141382.0,14,1,10000.0,8.94,0.07,11.0,531,1,0
24.0,0,113514.0,1,0,9600.0,12.99,0.08,2.0,605,1,0
29.0,1,45479.0,4,0,12000.0,9.63,0.26,7.0,656,0,1
21.0,1,193242.0,1,1,6000.0,8.0,0.03,4.0,656,0,0
37.0,1,38527.0,13,1,3000.0,9.99,0.08,16.0,669,1,0
21.0,1,67144.0,0,0,7500.0,7.88,0.11,2.0,691,1,0
24.0,0,61054.0,0,1,12000.0,11.01,0.2,3.0,634,0,0
24.0,1,104172.0,0,1,25000.0,11.47,0.24,4.0,610,0,0
38.0,1,29738.0,12,0,3000.0,11.01,0.1,16.0,569,1,0
26.0,0,81463.0,5,1,5000.0,16.45,0.06,3.0,696,0,1
30.0,0,90710.0,9,1,12000.0,12.15,0.13,7.0,663,0,0
23.0,0,12519.0,3,0,1600.0,10.36,0.13,2.0,635,0,1
27.0,0,33387.0,3,0,5000.0,6.34,0.15,7.0,700,0,0
28.0,1,81690.0,4,0,9401.0,9.29,0.12,8.0,600,1,0
23.0,1,102832.0,1,1,16750.0,14.35,0.16,2.0,683,1,0
21.0,0,67259.0,0,1,10500.0,7.51,0.16,3.0,534,1,0
28.0,0,90964.0,8,0,20000.0,13.49,0.22,7.0,674,0,0
38.0,0,96617.0,16,0,2500.0,10.99,0.03,13.0,725,1,0
28.0,1,162896.0,6,0,4000.0,12.42,0.02,5.0,684,0,0
40.0,1,66779.0,20,1,12000.0,6.62,0.18,15.0,674,0,0
28.0,0,102080.0,3,1,25000.0,14.65,0.24,7.0,620,1,0
26.0,1,45379.0,1,0,3585.0,11.89,0.08,4.0,492,1,0
25.0,0,36182.0,3,1,8875.0,12.69,0.25,3.0,577,0,1
36.0,1,59929.0,14,0,25000.0,15.63,0.42,11.0,676,0,1
26.0,0,75277.0,6,0,8000.0,12.99,0.11,4.0,671,0,0
26.0,1,132597.0,0,0,12000.0,11.01,0.09,2.0,650,1,0
27.0,1,57509.0,3,1,12970.0,11.15,0.23,6.0,515,1,0
27.0,0,42138.0,1,1,10644.0,12.66,0.25,9.0,626,0,0
27.0,1,98721.0,3,1,6000.0,8.36,0.06,5.0,710,1,0
31.0,0,40363.0,11,0,9750.0,14.54,0.24,9.0,663,0,1
24.0,1,36887.0,1,0,6000.0,7.51,0.16,4.0,660,1,0
24.0,1,39153.0,6,0,4000.0,13.92,0.1,4.0,628,0,0
28.0,1,72841.0,6,1,6000.0,10.99,0.08,6.0,598,0,0
24.0,0,98467.0,0,1,3200.0,11.01,0.03,2.0,604,1,0
30.0,0,41450.0,7,0,2400.0,15.57,0.06,5.0,571,0,1
31.0,1,144931.0,8,1,20000.0,7.49,0.14,6.0,665,1,0
21.0,0,28847.0,1,0,2000.0,13.11,0.07,2.0,605,0,0
27.0,0,163083.0,2,1,10800.0,10.2,0.07,7.0,626,1,0
33.0,1,52829.0,11,0,11350.0,7.88,0.21,7.0,689,1,0
30.0,1,108664.0,10,1,20000.0,11.01,0.18,9.0,562,1,0
24.0,0,102905.0,5,1,2840.0,6.85,0.03,3.0,672,0,0
33.0,0,162950.0,7,1,10000.0,7.51,0.06,10.0,636,0,0
22.0,1,55212.0,0,1,15000.0,11.36,0.27,2.0,658,1,0
28.0,1,43090.0,7,0,7200.0,7.66,0.17,6.0,715,1,0
28.0,1,78935.0,5,0,7200.0,13.98,0.09,5.0,610,1,0
24.0,1,128814.0,2,1,14000.0,7.88,0.11,4.0,625,1,0
32.0,0,90807.0,9,0,16000.0,13.2,0.18,8.0,689,0,0
29.0,1,51323.0,9,0,10800.0,16.29,0.21,7.0,594,0,1
39.0,0,77587.0,16,1,6228.0,7.69,0.08,11.0,685,0,0
25.0,0,24121.0,1,1,1000.0,11.01,0.04,3.0,612,1,0
25.0,1,96796.0,4,1,6000.0,7.87,0.06,4.0,676,1,0
24.0,1,73366.0,1,0,12000.0,10.49,0.16,4.0,712,1,0
32.0,0,44548.0,8,0,5300.0,8.9,0.12,6.0,619,1,0
22.0,1,117669.0,1,1,10000.0,13.57,0.08,3.0,598,1,0
23.0,0,138612.0,1,0,10800.0,14.65,0.08,4.0,548,1,0
25.0,0,150087.0,0,1,1850.0,11.01,0.01,4.0,680,0,0
26.0,1,157041.0,3,0,12000.0,14.22,0.08,2.0,515,1,0
36.0,0,192937.0,14,1,24000.0,14.96,0.12,14.0,665,1,0
28.0,0,90949.0,6,1,6000.0,12.11,0.07,8.0,526,1,0
27.0,1,60318.0,4,1,7000.0,8.72,0.12,4.0,528,1,0
35.0,1,126840.0,13,0,7250.0,11.01,0.06,5.0,601,1,0
24.0,0,40716.0,2,0,5000.0,11.01,0.12,3.0,682,0,0
24.0,0,133231.0,3,0,25000.0,15.7,0.19,2.0,675,1,0
34.0,0,73217.0,11,1,3000.0,11.99,0.04,10.0,599,0,1
32.0,1,54167.0,11,0,15000.0,16.49,0.28,5.0,675,0,1
28.0,0,73106.0,9,0,3600.0,9.63,0.05,5.0,683,0,0
21.0,0,65983.0,0,0,5125.0,5.99,0.08,4.0,582,0,1
23.0,1,66889.0,0,0,2000.0,7.49,0.03,3.0,587,1,0
24.0,1,130624.0,1,1,4235.0,11.29,0.03,4.0,546,0,0
24.0,0,144882.0,2,0,24000.0,12.69,0.17,4.0,646,1,0
28.0,1,90070.0,9,0,10000.0,11.71,0.11,8.0,544,1,0
25.0,0,56438.0,2,1,1500.0,7.49,0.03,2.0,663,0,0
35.0,1,60686.0,11,0,4000.0,13.22,0.07,5.0,619,0,0
25.0,0,87577.0,3,0,10000.0,10.37,0.11,4.0,697,0,0
26.0,1,54728.0,5,0,6000.0,5.91,0.11,2.0,681,0,0
31.0,0,36804.0,10,0,6600.0,16.49,0.18,8.0,646,0,1
36.0,1,97073.0,13,1,20000.0,11.57,0.21,14.0,683,1,0
22.0,0,43890.0,0,0,6000.0,7.51,0.14,2.0,638,0,0
29.0,0,109033.0,4,1,12000.0,5.79,0.11,9.0,643,1,0
30.0,1,103219.0,6,0,4200.0,5.99,0.04,10.0,690,0,0
30.0,0,44123.0,6,0,13000.0,13.61,0.29,8.0,598,0,1
35.0,0,74626.0,12,1,3500.0,7.9,0.05,9.0,684,1,0
25.0,1,93823.0,6,1,6149.0,6.01,0.07,5.0,582,1,0
31.0,0,41043.0,9,1,7000.0,7.14,0.17,9.0,661,0,0
50.0,1,99105.0,30,1,5000.0,11.01,0.05,14.0,713,0,0
34.0,1,103238.0,13,0,10000.0,12.87,0.1,7.0,616,1,0
25.0,1,80851.0,6,1,5000.0,9.63,0.06,3.0,692,1,0
25.0,1,31191.0,0,1,1525.0,10.95,0.05,2.0,628,1,0
29.0,1,78364.0,3,0,13500.0,7.49,0.17,8.0,620,1,0
38.0,1,91140.0,19,0,10000.0,9.62,0.11,17.0,656,1,0
24.0,0,47053.0,3,0,4000.0,8.4,0.09,3.0,596,1,0
25.0,0,76600.0,0,1,8802.0,12.17,0.11,6.0,628,1,0
25.0,0,44402.0,4,0,10000.0,12.42,0.23,4.0,635,1,0
28.0,1,105184.0,4,1,20000.0,11.51,0.19,5.0,655,0,1
28.0,0,90938.0,4,0,2500.0,11.99,0.03,9.0,617,0,0
30.0,0,48881.0,9,1,10000.0,12.73,0.2,6.0,670,1,0
28.0,1,48793.0,6,0,1700.0,11.01,0.03,9.0,654,1,0
27.0,1,145600.0,3,1,16000.0,12.21,0.11,8.0,598,0,0
35.0,0,41992.0,16,0,5000.0,16.32,0.12,6.0,642,0,1
22.0,1,53912.0,1,1,6300.0,12.29,0.12,3.0,588,1,0
26.0,0,57585.0,4,0,6000.0,10.33,0.1,4.0,670,0,0
24.0,0,111068.0,3,1,15000.0,16.32,0.14,2.0,618,0,1
25.0,0,116077.0,3,1,6000.0,7.85,0.05,4.0,623,0,0
30.0,1,116810.0,9,1,6000.0,5.42,0.05,6.0,592,1,0
41.0,1,55656.0,18,0,5000.0,6.17,0.09,14.0,652,0,0
26.0,1,94194.0,2,1,13530.0,12.76,0.14,2.0,625,0,0
26.0,1,72904.0,4,1,12500.0,6.92,0.17,2.0,668,1,0
25.0,0,75181.0,4,0,21000.0,16.32,0.28,4.0,546,0,1
25.0,0,116378.0,0,0,6500.0,14.61,0.06,2.0,655,0,1
36.0,1,42818.0,14,1,6000.0,11.49,0.14,13.0,701,0,0
26.0,1,35704.0,1,0,15000.0,10.0,0.42,3.0,609,0,1
37.0,1,37207.0,14,0,10000.0,9.25,0.27,16.0,675,0,1
38.0,0,56151.0,15,0,14425.0,10.57,0.26,12.0,671,0,1
27.0,0,24962.0,6,0,3250.0,11.01,0.13,5.0,639,0,1
27.0,1,76136.0,2,0,12000.0,10.87,0.16,6.0,659,1,0
28.0,1,48047.0,5,0,5174.0,11.11,0.11,8.0,583,1,0
40.0,0,76433.0,20,0,13050.0,11.48,0.17,15.0,539,0,0
25.0,1,66100.0,2,1,5500.0,10.59,0.08,4.0,624,1,0
27.0,0,39394.0,4,0,5000.0,7.41,0.13,3.0,645,0,0
36.0,1,57773.0,11,0,4892.0,11.9,0.08,10.0,624,1,0
27.0,0,131819.0,6,1,3950.0,6.03,0.03,7.0,688,0,0
22.0,0,66845.0,0,0,7200.0,7.66,0.11,2.0,671,1,0
27.0,1,55006.0,5,1,16750.0,8.94,0.3,7.0,677,1,0
22.0,1,28667.0,0,0,5425.0,11.99,0.19,2.0,567,0,0
32.0,1,96813.0,9,0,12000.0,6.62,0.12,10.0,691,0,0
43.0,1,38812.0,16,0,8746.0,15.62,0.23,9.0,722,0,1
25.0,0,39486.0,1,0,8000.0,13.03,0.2,3.0,655,1,0
40.0,0,163972.0,16,1,21000.0,9.99,0.13,13.0,623,1,0
23.0,1,42667.0,0,0,6500.0,13.22,0.15,4.0,503,1,0
23.0,0,49384.0,2,0,6000.0,8.94,0.12,3.0,601,1,0
35.0,0,84695.0,7,0,5000.0,10.27,0.06,8.0,695,1,0
25.0,0,112670.0,5,1,12000.0,16.77,0.11,4.0,659,0,0
29.0,1,76121.0,7,1,6000.0,5.95,0.08,8.0,691,0,0
27.0,1,57744.0,5,0,4000.0,14.62,0.07,10.0,626,0,1
23.0,0,41691.0,3,0,11500.0,11.49,0.28,2.0,559,0,1
25.0,1,89770.0,1,1,16000.0,8.49,0.18,3.0,681,1,0
38.0,0,243428.0,14,1,15000.0,12.04,0.06,13.0,561,1,0
23.0,0,173598.0,0,1,10000.0,5.99,0.06,2.0,691,1,0
30.0,0,36992.0,4,1,1100.0,14.65,0.03,10.0,621,0,1
26.0,1,76771.0,3,1,10000.0,6.91,0.13,2.0,668,0,0
25.0,0,75978.0,2,0,10000.0,8.94,0.13,2.0,641,1,0
25.0,0,61160.0,1,1,6266.0,7.5,0.1,5.0,628,1,0
32.0,1,39496.0,8,0,7200.0,12.95,0.18,5.0,662,1,0
26.0,1,48773.0,0,1,3500.0,8.6,0.07,7.0,554,0,0
27.0,1,70592.0,4,0,4000.0,9.67,0.06,9.0,525,1,0
22.0,1,64057.0,2,0,26056.0,15.68,0.41,3.0,652,0,1
21.0,0,55258.0,0,1,4000.0,7.14,0.07,3.0,661,1,0
27.0,1,144960.0,7,1,7000.0,7.14,0.05,10.0,703,0,0
27.0,1,25020.0,4,0,8000.0,11.89,0.32,10.0,640,0,1
28.0,1,55485.0,6,1,15000.0,15.99,0.27,8.0,674,1,0
22.0,1,41978.0,3,0,10000.0,11.01,0.24,3.0,653,0,1
40.0,1,48238.0,21,1,10000.0,7.29,0.21,11.0,691,0,0
23.0,0,45480.0,0,0,11000.0,6.62,0.24,3.0,601,1,0
29.0,0,69230.0,6,0,18000.0,11.01,0.26,8.0,638,0,1
36.0,1,74324.0,11,1,10000.0,10.25,0.13,14.0,659,1,0
24.0,1,67085.0,0,0,12000.0,9.63,0.18,2.0,671,1,0
33.0,1,101267.0,8,1,13000.0,6.99,0.13,7.0,572,1,0
24.0,1,34690.0,0,0,9500.0,6.23,0.27,3.0,565,0,1
22.0,1,63434.0,0,0,10000.0,11.71,0.16,3.0,615,1,0
28.0,0,62297.0,5,0,7500.0,16.49,0.12,7.0,653,1,0
35.0,1,87524.0,12,1,12913.0,6.43,0.15,10.0,678,0,0
24.0,0,74778.0,0,1,13500.0,10.83,0.18,2.0,613,0,1
30.0,0,95628.0,5,0,4098.0,14.69,0.04,9.0,605,0,1
22.0,1,72696.0,0,1,6000.0,5.42,0.08,3.0,683,1,0
25.0,0,91133.0,0,0,20000.0,10.42,0.22,4.0,703,0,0
30.0,1,91191.0,8,0,20000.0,12.18,0.22,7.0,579,1,0
22.0,0,25245.0,0,0,2600.0,6.92,0.1,4.0,635,1,0
24.0,1,42652.0,0,1,9587.0,7.63,0.22,3.0,665,1,0
25.0,1,138890.0,0,1,18000.0,7.51,0.13,2.0,662,1,0
31.0,1,63232.0,8,0,12000.0,16.27,0.19,7.0,664,0,1
26.0,1,70842.0,2,1,2774.0,12.44,0.04,6.0,656,1,0
25.0,0,30922.0,7,0,2500.0,12.98,0.08,4.0,690,1,0
23.0,0,56576.0,0,0,18066.0,10.72,0.32,3.0,559,0,1
