person_age,person_gender,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,1,62100.0,0,0,14400.0,7.51,0.23,4.0,665,1,0
26.0,1,46747.0,4,1,3901.0,7.92,0.08,3.0,596,1,0
29.0,1,28177.0,8,0,6000.0,11.83,0.21,9.0,655,1,0
36.0,1,45537.0,16,0,11000.0,12.73,0.24,12.0,631,1,0
24.0,0,58494.0,5,0,8000.0,7.51,0.14,4.0,702,0,0
28.0,0,103044.0,5,1,9075.0,7.49,0.09,10.0,685,1,0
24.0,1,68162.0,2,0,17000.0,7.51,0.25,2.0,646,1,0
24.0,1,73129.0,0,0,10000.0,7.76,0.14,4.0,604,1,0
25.0,1,41557.0,0,0,20000.0,8.88,0.48,3.0,648,0,1
29.0,1,73016.0,6,0,5500.0,10.74,0.08,6.0,630,1,0
29.0,1,36786.0,6,1,4000.0,11.01,0.11,6.0,572,0,0
25.0,1,114576.0,5,0,12000.0,9.97,0.1,4.0,694,1,0
24.0,1,83691.0,1,1,11000.0,10.62,0.13,3.0,666,0,0
23.0,1,72804.0,0,0,12000.0,9.63,0.16,2.0,669,1,0
24.0,1,241180.0,3,0,12000.0,12.69,0.05,2.0,634,0,0
29.0,1,54971.0,6,1,7500.0,9.32,0.14,7.0,626,1,0
26.0,0,36695.0,3,1,7500.0,11.14,0.2,4.0,659,1,0
31.0,1,56222.0,6,0,8800.0,12.84,0.16,10.0,566,1,0
34.0,1,112484.0,9,0,11000.0,12.53,0.1,10.0,672,1,0
25.0,1,51308.0,2,0,3500.0,5.64,0.07,4.0,572,1,0
33.0,1,25234.0,13,0,3933.0,7.99,0.16,10.0,730,0,0
24.0,0,90684.0,1,1,19750.0,11.12,0.22,3.0,632,1,0
26.0,1,29986.0,0,0,1500.0,14.54,0.05,4.0,659,0,1
31.0,0,55200.0,6,0,7538.0,15.16,0.14,7.0,625,0,1
26.0,1,157022.0,2,1,3000.0,17.58,0.02,3.0,605,1,0
24.0,0,64370.0,3,0,15000.0,16.77,0.23,2.0,657,0,1
31.0,1,66920.0,5,0,15868.0,11.01,0.24,7.0,631,0,0
43.0,1,170084.0,21,1,15000.0,12.53,0.09,16.0,688,0,0
37.0,1,79056.0,14,0,13000.0,12.99,0.16,12.0,605,1,0
22.0,0,29924.0,0,1,4750.0,11.01,0.16,4.0,493,1,0
24.0,1,33826.0,0,1,7500.0,9.99,0.22,2.0,584,1,0
27.0,0,84197.0,3,0,9000.0,7.06,0.11,6.0,592,0,1
27.0,1,81669.0,6,1,4200.0,11.01,0.05,7.0,711,0,0
27.0,1,90717.0,2,0,23890.0,14.75,0.26,9.0,688,0,1
30.0,0,330961.0,7,1,7000.0,11.71,0.02,10.0,701,1,0
24.0,0,53554.0,0,1,2200.0,8.9,0.04,4.0,610,0,1
23.0,0,48030.0,0,0,4800.0,17.99,0.1,4.0,672,0,1
30.0,1,135450.0,10,1,8000.0,16.02,0.06,10.0,627,0,0
23.0,1,97746.0,5,0,7200.0,9.25,0.07,4.0,635,0,0
25.0,0,53752.0,1,0,10000.0,8.89,0.19,2.0,630,0,0
30.0,0,116176.0,9,1,6000.0,5.42,0.05,7.0,653,1,0
31.0,0,88601.0,12,1,18000.0,17.39,0.2,10.0,681,0,1
27.0,0,145042.0,2,1,8000.0,12.61,0.06,9.0,642,0,0
27.0,1,126745.0,3,0,20000.0,10.62,0.16,9.0,661,0,0
28.0,0,139147.0,5,1,28000.0,11.01,0.2,5.0,674,0,0
23.0,0,57326.0,2,0,24000.0,11.58,0.42,4.0,603,0,1
28.0,1,54955.0,7,0,2800.0,11.01,0.05,8.0,665,1,0
23.0,1,23561.0,1,1,13897.0,8.67,0.59,3.0,671,0,1
23.0,0,87276.0,0,0,10000.0,15.94,0.11,3.0,649,0,0
25.0,0,79393.0,4,0,6000.0,13.06,0.08,3.0,615,1,0
34.0,1,44259.0,8,1,15000.0,7.3,0.34,11.0,700,0,0
22.0,1,35600.0,2,0,1000.0,7.29,0.03,4.0,631,1,0
24.0,1,49115.0,0,0,3000.0,14.22,0.06,4.0,632,1,0
24.0,1,245545.0,1,1,20000.0,13.04,0.08,3.0,660,1,0
22.0,0,75133.0,0,1,1500.0,6.91,0.02,2.0,640,1,0
22.0,1,70317.0,1,1,4000.0,11.01,0.06,2.0,640,1,0
28.0,1,37011.0,6,0,7700.0,12.42,0.21,8.0,682,0,0
44.0,0,45664.0,22,0,3500.0,12.87,0.08,13.0,589,1,0
26.0,1,69788.0,1,1,9000.0,13.91,0.13,5.0,608,1,0
28.0,0,59853.0,4,0,3000.0,11.01,0.05,5.0,663,0,1
26.0,1,132043.0,4,1,6000.0,7.68,0.05,3.0,645,1,0
22.0,1,19657.0,0,0,3177.0,14.61,0.16,4.0,676,0,1
30.0,0,18284.0,5,1,5000.0,14.96,0.27,9.0,625,0,1
28.0,0,57469.0,5,1,9000.0,12.42,0.16,8.0,674,1,0
29.0,0,51433.0,8,0,3000.0,12.69,0.06,5.0,674,0,0
30.0,1,122826.0,6,0,18000.0,12.18,0.15,7.0,653,1,0
29.0,0,63527.0,9,0,7000.0,16.77,0.11,5.0,667,1,0
24.0,1,65740.0,0,0,1500.0,14.17,0.02,2.0,591,1,0
24.0,1,41687.0,2,0,12000.0,11.12,0.29,4.0,558,0,1
29.0,0,31206.0,4,0,11325.0,11.01,0.36,5.0,602,0,1
30.0,1,204882.0,9,0,24780.0,14.27,0.12,7.0,545,0,0
23.0,0,111369.0,0,0,35000.0,20.0,0.31,4.0,694,0,1
30.0,1,114848.0,7,1,4000.0,5.99,0.03,9.0,587,1,0
36.0,0,60875.0,9,0,3000.0,10.19,0.05,11.0,645,0,0
32.0,0,128134.0,11,0,25000.0,16.63,0.2,7.0,577,0,1
22.0,0,69403.0,0,1,11425.0,9.91,0.16,4.0,692,1,0
40.0,1,171400.0,15,1,15000.0,10.99,0.09,14.0,633,0,0
30.0,1,52564.0,7,0,10000.0,16.5,0.19,6.0,672,0,1
24.0,0,105683.0,2,1,10000.0,7.19,0.09,4.0,636,0,0
23.0,1,72088.0,0,0,17000.0,10.25,0.24,4.0,689,0,0
22.0,1,38563.0,0,0,6500.0,8.32,0.17,3.0,658,1,0
25.0,1,55313.0,0,1,4027.0,6.2,0.07,4.0,503,1,0
22.0,1,46656.0,0,0,3000.0,10.28,0.06,3.0,654,1,0
39.0,1,60961.0,15,1,5000.0,11.38,0.08,13.0,651,0,0
31.0,1,213241.0,7,1,3500.0,11.01,0.02,7.0,740,1,0
25.0,0,29767.0,0,0,10689.0,10.66,0.36,2.0,639,0,1
35.0,1,97245.0,15,0,7050.0,8.88,0.07,5.0,703,1,0
30.0,1,39400.0,6,1,5500.0,8.0,0.14,8.0,616,1,0
24.0,0,47994.0,3,0,3250.0,8.94,0.07,2.0,635,0,1
28.0,1,102834.0,5,0,9000.0,11.01,0.09,7.0,661,1,0
23.0,1,43016.0,0,0,2500.0,7.51,0.06,2.0,603,1,0
29.0,1,43025.0,7,0,11000.0,8.59,0.26,10.0,667,0,1
29.0,0,34638.0,7,0,8803.0,10.01,0.25,10.0,658,0,1
23.0,1,61779.0,1,0,9400.0,9.99,0.15,4.0,676,0,0
26.0,0,38951.0,2,0,2138.0,9.84,0.05,5.0,639,0,0
28.0,1,97998.0,6,1,5000.0,12.53,0.05,9.0,705,1,0
28.0,1,147957.0,4,1,19659.0,13.31,0.13,6.0,509,1,0
28.0,0,169340.0,3,0,25000.0,13.11,0.15,7.0,675,0,0
34.0,0,62969.0,8,1,12000.0,17.88,0.19,8.0,630,0,1
26.0,1,89100.0,6,1,25000.0,15.57,0.28,4.0,620,0,0
30.0,0,51165.0,9,0,3104.0,7.06,0.06,8.0,547,0,1
22.0,1,75406.0,0,1,5000.0,8.59,0.07,4.0,658,1,0
23.0,1,85171.0,0,1,20000.0,12.21,0.23,4.0,671,1,0
26.0,0,151928.0,4,1,7500.0,13.92,0.05,2.0,650,1,0
40.0,0,150893.0,17,1,10200.0,7.49,0.07,13.0,711,1,0
24.0,1,86141.0,1,0,11200.0,11.36,0.13,3.0,600,0,0
33.0,0,52888.0,12,0,8000.0,10.0,0.15,8.0,674,1,0
25.0,0,61212.0,0,1,11200.0,14.27,0.18,4.0,669,0,0
28.0,1,77785.0,8,1,7200.0,7.29,0.09,8.0,662,0,0
33.0,1,166588.0,6,1,25000.0,20.0,0.15,10.0,649,0,1
25.0,1,54944.0,3,0,2500.0,12.69,0.05,4.0,635,1,0
30.0,1,205272.0,5,1,14000.0,10.62,0.07,6.0,666,0,0
23.0,1,90940.0,0,1,5000.0,11.12,0.05,2.0,646,0,0
46.0,1,1080952.0,27,1,28389.0,12.75,0.03,15.0,639,1,0
40.0,0,180802.0,17,1,24000.0,6.62,0.13,14.0,724,0,0
21.0,1,97049.0,0,0,15000.0,11.01,0.15,2.0,678,1,0
22.0,0,94507.0,4,1,9600.0,10.95,0.1,2.0,667,0,0
43.0,1,96883.0,19,1,10000.0,11.01,0.1,16.0,638,1,0
33.0,0,89881.0,12,1,20500.0,6.54,0.23,10.0,559,1,0
39.0,1,47052.0,16,0,13000.0,11.14,0.28,15.0,708,0,1
25.0,0,87336.0,3,1,10000.0,14.96,0.11,3.0,585,1,0
30.0,1,98496.0,7,0,18000.0,10.99,0.18,5.0,667,1,0
25.0,1,152227.0,2,1,10000.0,14.09,0.07,4.0,639,0,1
23.0,1,55671.0,0,0,10000.0,7.29,0.18,2.0,579,0,0
22.0,0,40382.0,0,0,5000.0,10.91,0.12,2.0,545,1,0
25.0,0,50584.0,4,0,12000.0,10.0,0.24,3.0,628,0,1
28.0,0,199236.0,4,0,35000.0,11.49,0.18,9.0,679,0,0
25.0,0,72702.0,4,1,1400.0,14.22,0.02,3.0,674,1,0
24.0,0,15176.0,1,0,1500.0,7.25,0.1,3.0,606,1,0
22.0,1,18195.0,0,0,6178.0,13.35,0.34,3.0,656,0,1
29.0,1,78740.0,5,1,20000.0,11.83,0.25,8.0,704,1,0
24.0,1,159773.0,2,1,28000.0,8.49,0.18,3.0,625,1,0
30.0,0,34632.0,9,0,2531.0,10.71,0.07,8.0,586,0,0
26.0,0,90650.0,6,1,6500.0,8.9,0.07,4.0,650,1,0
24.0,1,31512.0,2,1,1500.0,9.91,0.05,3.0,654,1,0
25.0,0,76495.0,4,1,8825.0,15.7,0.12,3.0,689,0,1
30.0,1,116123.0,3,1,18000.0,13.49,0.16,7.0,681,1,0
25.0,1,90822.0,1,1,12000.0,11.01,0.13,3.0,662,1,0
36.0,0,79452.0,15,1,8000.0,7.29,0.1,13.0,716,1,0
29.0,0,38285.0,10,0,8000.0,10.73,0.21,9.0,650,0,1
24.0,1,37260.0,2,1,6000.0,13.57,0.16,2.0,634,0,0
30.0,0,70907.0,6,1,5350.0,9.99,0.08,9.0,568,1,0
22.0,1,43671.0,2,1,12320.0,10.49,0.28,4.0,648,1,0
22.0,0,83878.0,1,1,10000.0,7.51,0.12,3.0,566,1,0
30.0,0,48514.0,9,1,6000.0,7.75,0.12,5.0,591,1,0
24.0,1,48473.0,0,1,6000.0,7.98,0.12,4.0,638,1,0
22.0,1,57573.0,3,0,6850.0,10.65,0.12,4.0,668,0,1
34.0,1,163132.0,11,0,20000.0,17.74,0.12,8.0,702,1,0
44.0,0,79300.0,22,1,25000.0,11.86,0.32,17.0,681,1,0
24.0,0,123548.0,0,1,7200.0,11.01,0.06,3.0,670,1,0
23.0,0,87407.0,4,1,12000.0,7.11,0.14,4.0,599,1,0
30.0,0,30413.0,7,0,5000.0,6.91,0.16,7.0,627,0,0
32.0,1,127084.0,11,1,20000.0,6.54,0.16,9.0,611,1,0
23.0,0,58546.0,0,1,4800.0,9.53,0.08,4.0,646,0,0
25.0,0,58716.0,3,0,5500.0,7.49,0.09,4.0,617,1,0
25.0,1,40776.0,6,0,5500.0,11.01,0.13,2.0,652,1,0
26.0,0,53914.0,2,1,11500.0,9.63,0.21,3.0,686,0,1
31.0,1,64468.0,9,0,3500.0,10.53,0.05,12.0,686,1,0
28.0,1,30926.0,4,0,10934.0,10.49,0.35,9.0,753,0,1
25.0,0,51884.0,2,1,8000.0,11.01,0.15,4.0,608,1,0
28.0,1,109234.0,8,1,5500.0,7.49,0.05,6.0,632,1,0
21.0,0,31128.0,0,0,8250.0,7.49,0.27,4.0,514,0,1
21.0,0,43977.0,2,1,2400.0,11.01,0.05,3.0,507,0,1
37.0,0,80303.0,17,1,17000.0,12.73,0.21,17.0,634,1,0
23.0,0,48562.0,0,1,8250.0,9.32,0.17,2.0,640,1,0
28.0,0,47561.0,2,0,6000.0,8.63,0.13,7.0,607,1,0
23.0,0,72690.0,2,0,9000.0,6.17,0.12,2.0,679,0,0
26.0,1,79222.0,7,0,24000.0,11.01,0.3,2.0,616,0,1
47.0,1,41163.0,21,1,10000.0,5.42,0.24,12.0,556,1,0
28.0,0,43091.0,4,0,6000.0,11.94,0.14,10.0,650,0,0
30.0,1,67112.0,7,1,11500.0,7.9,0.17,9.0,683,0,0
31.0,0,54601.0,9,1,7500.0,8.0,0.14,9.0,631,0,0
28.0,0,346815.0,7,1,18000.0,20.0,0.05,9.0,622,0,1
26.0,1,40646.0,1,1,12000.0,8.24,0.3,7.0,670,1,0
23.0,1,31340.0,0,1,1200.0,7.49,0.04,3.0,651,0,0
